Naslov,Avtor,Leto izida,Dolžina,Točke,Ocena,Število bralcev 
"Raising Steam (Discworld, #40; Moist von Lipwig, #3)",Terry Pratchett,2013,377,335,4.01,41414
"King of Scars (King of Scars, #1)",Leigh Bardugo,2019,511,332,4.16,207954
"Dreadnought (The Clockwork Century, #2)",Cherie Priest,2010,400,330,3.86,7998
"Burn Bright (Alpha & Omega, #5)",Patricia Briggs,2018,308,328,4.34,29177
"The Wicked King (The Folk of the Air, #2)",Holly Black,2019,336,327,4.3,817826
"The Copper Promise (The Copper Cat, #1)",Jen Williams,2014,535,326,3.66,3303
"Cast in Sorrow (Chronicles of Elantra, #9)",Michelle Sagara,2013,480,326,4.19,5611
"Cold Steel (Spiritwalker, #3)",Kate Elliott,2013,614,325,3.98,3631
"Sworn in Steel (Tales of the Kin, #2)",Douglas Hulick,2014,513,325,4.21,5254
"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,2016,427,324,4.22,100539
"Mortal Heart (His Fair Assassin, #3)",Robin LaFevers,2014,444,324,4.1,25332
"La Belle Sauvage (The Book of Dust, #1)",Philip Pullman,2017,449,324,4.15,103336
"Bitter Seeds (The Milkweed Triptych, #1)",Ian Tregillis,2010,352,323,3.75,6662
"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,2013,387,321,4.14,43101
"Cast in Flight (Chronicles of Elantra, #12)",Michelle Sagara,2016,496,320,4.31,3571
"Red Queen (Red Queen, #1)",Victoria Aveyard,2015,388,318,4.0,1041876
"The Vagrant (The Vagrant, #1)",Peter  Newman,2015,406,316,3.66,8398
"Ruin and Rising (The Grisha, #3)",Leigh Bardugo,2014,422,315,3.99,537024
"Seer of Sevenwaters (Sevenwaters, #5)",Juliet Marillier,2010,432,312,4.07,11729
The Song of Achilles,Madeline Miller,2011,408,312,4.32,1574165
"Range of Ghosts (Eternal Sky, #1)",Elizabeth Bear,2012,334,311,3.68,3903
"The Bone Season (The Bone Season, #1)",Samantha    Shannon,2013,466,310,3.82,85063
"The Iron Wyrm Affair (Bannon & Clare, #1)",Lilith Saintcrow,2012,323,309,3.39,4766
"Unquiet Land (Elemental Blessings, #4)",Sharon Shinn,2016,386,309,4.06,2043
"Black Magic Sanction (The Hollows, #8)",Kim Harrison,2010,487,308,4.37,47923
"Jeweled Fire (Elemental Blessings, #3)",Sharon Shinn,2015,403,306,3.99,2583
"Age of Assassins (The Wounded Kingdom, #1)",R.J.  Barker,2017,408,304,3.95,5591
"Tricked (The Iron Druid Chronicles, #4)",Kevin Hearne,2012,341,301,4.25,49192
"The Atlantis Complex (Artemis Fowl, #7)",Eoin Colfer,2010,369,301,3.97,60759
Albion Imperilled,Ruth  Thomas,2013,330,300,3.79,62
"Haunted Tree (The Magus Family Chronicles, #1)",Scott Robert Scheller,2015,362,300,3.89,99
Kings or Pawns (Steps of Power #1; The Kings #1),J.J. Sherwood,2015,383,300,4.3,134
"Royal Airs (Elemental Blessings, #2)",Sharon Shinn,2013,416,300,3.87,3878
"Azyl Academy (Elemental Gatherers, #1)",Chris Vines,2019,339,300,4.17,3262
"The Harbors of the Sun (The Books of the Raksura, #5)",Martha Wells,2017,416,299,4.24,3566
"Flame of Sevenwaters (Sevenwaters, #6)",Juliet Marillier,2012,448,299,4.16,8552
Masks of Moi'dan,James Dwyer,,,298,5.0,16
"Orope - The White Snake (Whisperers of the Gods, #1)",Guenevere Lee,2018,286,297,4.08,85
Twelve Weapons,James Dwyer,2017,,296,4.78,23
"A New Age (Book of One, #1)",Jordan  Baker,2013,404,295,3.85,1107
"The Girl with No Face (The Daoshi Chronicles, #2)",M.H. Boroson,2019,360,294,4.29,717
"The Unwritten, Vol. 1: Tommy Taylor and the Bogus Identity",Mike Carey,2010,144,293,3.74,20210
"Darkness Calling (Primani, #5)",Laurie Olerich,2015,294,293,4.66,73
"Logan (Life After, #2.5)",Julie  Hall,2017,150,293,4.23,384
"Warfare (Life After, #2)",Julie  Hall,2017,273,292,4.31,911
Miserere: An Autumn Tale,T. Frohock,2011,280,291,3.78,1031
"Huntress (Life After, #1)",Julie  Hall,2015,351,291,4.09,1425
"Tempests and Slaughter (The Numair Chronicles, #1)",Tamora Pierce,2018,465,291,4.09,17487
"The Queen's Poisoner (Kingfountain, #1)",Jeff Wheeler,2016,336,290,4.14,36870
"The Invisible Library (The Invisible Library, #1)",Genevieve Cogman,2014,329,289,3.74,60341
"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James  Islington,2014,602,289,4.14,58322
"The Dread Wyrm (The Traitor Son Cycle, #3)",Miles  Cameron,2015,554,285,4.37,7553
"Jackaby (Jackaby, #1)",William  Ritter,2014,311,285,3.83,30963
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,2009,391,283,4.33,3664031
"Steles of the Sky (Eternal Sky, #3)",Elizabeth Bear,2014,432,280,4.07,1276
"Stiletto (The Checquy Files, #2)",Daniel O'Malley,2016,583,280,4.14,21136
"In an Absent Dream (Wayward Children, #4)",Seanan McGuire,2019,204,280,4.16,34127
The Steel Seraglio,Mike Carey,2012,424,279,4.1,841
Blackdog (Gods of the Caravan Road #1),K.V. Johansen,2011,547,279,3.62,832
"The Mirror Empire (Worldbreaker Saga, #1)",Kameron Hurley,2014,540,278,3.5,4955
"The Heart of Betrayal (The Remnant Chronicles, #2)",Mary E. Pearson,2015,473,278,4.18,83267
"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,2016,448,278,4.41,144347
"Blood of Thieves (The Riyria Chronicles, #1-2)",Michael J. Sullivan,2013,537,275,4.68,1325
"Hunted (The Iron Druid Chronicles, #6)",Kevin Hearne,2013,384,273,4.29,38371
"The Grim Company (The Grim Company, #1)",Luke Scull,2013,400,273,3.74,7367
"Raven Flight (Shadowfell, #2)",Juliet Marillier,2013,416,269,4.05,7524
"Shadow Study (Soulfinders, #1; Study, #4)",Maria V. Snyder,2015,384,268,4.08,16902
Through the Woods,Emily Carroll,2014,208,267,3.94,82829
"The Dragon Republic (The Poppy War, #2)",R.F. Kuang,2019,658,267,4.37,129673
"Godsgrave (The Nevernight Chronicle, #2)",Jay Kristoff,2017,419,265,4.46,62731
"Mockingjay (The Hunger Games, #3)",Suzanne Collins,2010,390,263,4.09,3299430
"The Sentinel Mage (The Cursed Kingdoms, #1)",Emily Gee,2011,509,262,3.78,2398
"Full Fathom Five (Craft Sequence, #3)",Max Gladstone,2014,382,262,4.12,4946
"Smiler's Fair (The Hollow Gods, #1)",Rebecca Levene,2014,404,262,3.57,1000
Silver (Silver #1),Rhiannon Held,2012,320,261,3.62,1474
"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,2015,640,261,3.79,22651
"Warbound (Grimnoir Chronicles, #3)",Larry Correia,2014,448,260,4.42,8421
"Anna Dressed in Blood (Anna, #1)",Kendare Blake,2011,316,260,3.91,105989
The Caller (Shadowfell #3),Juliet Marillier,2014,480,260,4.17,5849
"The Exiled Queen (Seven Realms, #2)",Cinda Williams Chima,2010,586,252,4.32,52734
Tarnished (Silver #2),Rhiannon Held,2013,352,251,3.9,514
"Free the Darkness (King's Dark Tidings, #1)",Kel Kade,2015,483,251,4.24,22356
"Silver Shadows (Bloodlines, #5)",Richelle Mead,2014,380,249,4.34,61772
"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,2012,598,249,4.46,44794
Dreams and Shadows (Dreams & Shadows #1),C. Robert Cargill,2013,416,246,3.67,5732
"The Gray Wolf Throne (Seven Realms, #3)",Cinda Williams Chima,2011,517,246,4.37,49670
Shadows,Robin McKinley,2013,356,244,3.7,4643
"Shadow Scale (Seraphina, #2)",Rachel Hartman,2015,602,243,3.75,20927
The Girl with Ghost Eyes,M.H. Boroson,2015,288,242,3.86,4371
"Reign of Ash (Ascendant Kingdoms, #2) (Blaine McFadden, #6)",Gail Z. Martin,2014,656,241,3.97,941
"14 (Threshold, #1)",Peter Clines,2012,372,241,3.96,37233
"Ice Forged (Ascendant Kingdoms, #1) (Blaine McFadden, #5)",Gail Z. Martin,2013,592,238,3.73,1875
"Fury of the Demon (Kara Gillian, #6)",Diana Rowland,2014,484,238,4.07,4226
"Air Awakens (Air Awakens, #1)",Elise Kova,2015,342,238,3.99,56595
"Magic Steals (World of Kate Daniels, #7.5; Dali Harimau, #2)",Ilona Andrews,2016,83,237,4.3,11493
"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,2017,416,237,4.35,142519
"The Fell Sword (The Traitor Son Cycle, #2)",Miles  Cameron,2013,717,236,4.25,10187
"Revenant (Greywalker, #9)",Kat Richardson,2014,464,235,4.01,1519
"The Far West (Frontier Magic, #3)",Patricia C. Wrede,2012,343,235,4.11,4641
"City of Wonders (Seven Forges, #3)",James A. Moore,2015,266,235,3.83,1116
"Fire Falling (Air Awakens, #2)",Elise Kova,2015,378,235,4.14,36598
"The Blasted Lands (Seven Forges, #2)",James A. Moore,2014,390,234,3.84,1753
"Water's Wrath (Air Awakens, #4)",Elise Kova,2016,378,233,4.1,25931
Redemption in Indigo,Karen Lord,2010,188,233,3.88,2832
"Earth's End (Air Awakens, #3)",Elise Kova,2016,350,232,4.11,29110
"Crystal Crowned (Air Awakens, #5)",Elise Kova,2016,400,231,4.13,21712
"Secrets of the Demon (Kara Gillian, #3)",Diana Rowland,2010,310,230,4.08,9139
"Seven Forges (Seven Forges, #1)",James A. Moore,2013,398,230,3.73,3060
"Grave Dance (Alex Craft, #2)",Kalayna Price,2011,371,229,4.09,22966
"The Native Star (Veneficas Americana, #1)",M.K. Hobson,2010,387,228,3.56,3688
"Broken Homes (Peter Grant, #4)",Ben Aaronovitch,2013,324,228,4.16,50191
"Touch of the Demon (Kara Gillian, #5)",Diana Rowland,2012,440,227,4.11,6309
"Middlegame (Alchemical Journeys, #1)",Seanan McGuire,2019,492,227,4.02,29539
"The Iron Ghost (The Copper Cat, #2)",Jen Williams,2015,544,226,4.13,1277
"First Year (The Black Mage, #1)",Rachel E. Carter,2014,322,226,3.94,22604
Huntress,Malinda Lo,2011,371,225,3.79,13307
"Whispers Under Ground (Rivers of London, #3)",Ben Aaronovitch,2012,303,225,4.15,58847
"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,2015,368,225,4.23,93104
"Silver in the Wood (The Greenhollow Duology, #1)",Emily Tesh,2019,112,225,4.0,19719
"Last Stand (The Black Mage, #4)",Rachel E. Carter,2017,452,223,4.2,9879
"Foxglove Summer (Rivers of London, #5)",Ben Aaronovitch,2014,377,222,4.21,45048
"Apprentice  (The Black Mage, #2)",Rachel E. Carter,2015,390,221,3.99,15420
"City of Lies (Poison Wars, #1)",Sam Hawke,2018,559,221,3.77,2682
"Sins of the Demon (Kara Gillian, #4)",Diana Rowland,2012,311,220,4.11,8015
Angelmaker,Nick Harkaway,2012,478,220,3.93,10434
"Magic Binds (Kate Daniels, #9)",Ilona Andrews,2016,328,220,4.54,37004
"Snuff (Discworld, #39; City Watch, #8)",Terry Pratchett,2011,378,219,4.18,59262
"The Infernal Battalion (The Shadow Campaigns, #5)",Django Wexler,2018,480,217,4.26,4531
"Den of Wolves (Blackthorn & Grim, #3)",Juliet Marillier,2016,435,217,4.37,7162
"The Light of All That Falls (The Licanius Trilogy, #3)",James  Islington,2019,864,216,4.4,24187
"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,2019,448,216,4.21,143301
"Blood of the Demon (Kara Gillian, #2)",Diana Rowland,2010,369,215,4.05,9703
"Down Among the Sticks and Bones (Wayward Children, #2)",Seanan McGuire,2017,187,213,4.15,54620
"Pale Demon (The Hollows, #9)",Kim Harrison,2011,439,212,4.43,48154
"Tower of Thorns (Blackthorn & Grim, #2)",Juliet Marillier,2015,400,211,4.18,8787
"Arm of the Sphinx (The Books of Babel, #2)",Josiah Bancroft,2014,448,209,4.33,15957
"Wicked Saints (Something Dark and Holy, #1)",Emily A. Duncan,2019,385,209,3.56,31296
"Ice Like Fire (Snow Like Ashes, #2)",Sara Raasch,2015,483,207,3.74,23695
"Magic Gifts (Kate Daniels, #5.6)",Ilona Andrews,2011,100,205,4.34,22642
"The Beauty of Darkness (The Remnant Chronicles, #3)",Mary E. Pearson,2016,684,204,4.17,61791
"An Echo of Things to Come (The Licanius Trilogy, #2)",James  Islington,2017,752,203,4.24,32729
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,2008,374,202,4.34,8859007
Shield of the Palidine,Barbara T. Cerny,2012,364,200,4.43,7
What Remains of Heroes (A Requiem for Heroes #1),David Benem,2015,486,200,3.82,644
Conquest (The Angels of Chicago: Book 1),C.J. Somersby,2015,193,200,3.83,24
"Primani (Primani, #1)",Laurie Olerich,2013,300,200,3.84,563
"The Shaman's Apprentice (Jovai, #1)",B. Muze,2017,404,200,4.33,51
"A Dance for the Gods (The Last Warrior King Series, #2)",E.O. Odiase,2021,360,200,4.05,60
Gods of Jade and Shadow,Silvia Moreno-Garcia,2019,338,200,3.89,68323
"The Given Sacrifice (Emberverse, #10)",S.M. Stirling,2013,384,199,3.98,2268
"The Fear and the Solace (The Kyrennei, #2)",Arie Farnam,2014,280,199,4.55,31
"The Soul and the Seed (The Kyrennei, #1)",Arie Farnam,2014,231,199,4.17,70
"Siege of Talonrend (The Goblin Wars, #1)",Stuart Thaman,2013,344,199,3.5,142
"Monster in My Closet (Monster Haven, #1)",R.L. Naquin,2012,209,198,3.88,2001
"Glamour in Glass (Glamourist Histories, #2)",Mary Robinette Kowal,2012,331,198,3.76,5732
"Prodigy (Legend, #2)",Marie Lu,2013,371,198,4.23,266813
"Sky in the Deep (Sky and Sea, #1)",Adrienne Young,2018,340,198,3.94,66861
"A Cry to War (The Last Warrior King Series, #1)",E.O. Odiase,2019,325,198,3.89,46
"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,2010,1155,198,4.49,223868
"The Tears of the Sun (Emberverse, #8)",S.M. Stirling,2010,530,197,3.88,3269
"Stone Angels (Primani, #3)",Laurie Olerich,2014,488,197,4.43,159
This Census-Taker,China Miéville,2016,210,197,3.34,7866
The Fish the Fighters and the Song-Girl,Janet E. Morris,2012,297,196,4.58,160
"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson,2015,399,196,4.05,22065
The Quest: Forest of Realms,Shelby King,2018,154,196,4.53,19
"Foundation (Cradle, #1-3)",Will Wight,2017,1027,196,4.68,2400
Eight Million Gods,Wen Spencer,2013,496,195,4.08,1123
"The Unwritten, Vol. 2: Inside Man",Mike Carey,2010,168,195,3.88,11225
"Broken Souls (Primani, #4)",Laurie Olerich,2014,386,195,4.47,105
"To The Falls (The Falls Trilogy, #1)",Heather  Renee,2017,299,194,4.08,238
"From The Falls (The Falls Trilogy, #2)",Heather  Renee,2017,300,194,4.62,99
"Embracing The Falls (The Falls Trilogy, #3)",Heather  Renee,2017,264,194,4.66,80
"A Dark Tide (Book of One, #6)",Jordan  Baker,2014,313,191,3.96,363
A Face Like Glass,Frances Hardinge,2012,490,191,4.18,8443
Reflected (Silver #3),Rhiannon Held,2014,336,190,3.64,272
Gods of Nabban,K.V. Johansen,2016,568,190,4.2,85
"Ship of Smoke and Steel (The Wells of Sorcery, #1)",Django Wexler,2019,352,190,3.87,3491
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,2007,759,190,4.62,3777273
"Red Glove (Curse Workers, #2)",Holly Black,2011,327,188,3.95,24367
"The Girl Who Fell Beneath Fairyland and Led the Revels There (Fairyland, #2)",Catherynne M. Valente,2012,258,188,4.18,10330
"Empire of Sand (The Books of Ambha, #1)",Tasha Suri,2018,393,187,3.83,12169
"Grave Witch (Alex Craft, #1)",Kalayna Price,2010,325,186,3.95,33135
"Dawning Ascent (The Pearson Prophecy, #1)",Jen L. Grey,2017,217,185,4.32,252
"The Girl Who Soared Over Fairyland and Cut the Moon in Two (Fairyland, #3)",Catherynne M. Valente,2013,248,185,4.01,5549
The Redemption Engine,James L. Sutter,2014,520,184,4.11,274
"Kitty's House of Horrors (Kitty Norville, #7)",Carrie Vaughn,2009,292,184,4.06,12533
"The Boy Who Lost Fairyland (Fairyland, #4)",Catherynne M. Valente,2015,235,184,4.17,2822
"The Girl Who Raced Fairyland All the Way Home (Fairyland, #5)",Catherynne M. Valente,2016,308,184,4.49,2186
Sharps,K.J. Parker,2012,449,183,3.88,1577
Warbreaker,Brandon Sanderson,2009,669,183,4.3,212842
A Monster Calls,Patrick Ness,2011,206,183,4.35,269802
"Mirror Sight (Green Rider, #5)",Kristen Britain,2014,784,182,3.88,9129
"The Hero's Guide to Saving Your Kingdom (The League of Princes, #1)",Christopher Healy,2012,436,182,4.07,11996
"Kitty Goes to War (Kitty Norville, #8)",Carrie Vaughn,2010,334,182,4.01,9639
"A Reaper at the Gates (An Ember in the Ashes, #3)",Sabaa Tahir,2018,458,181,4.15,97533
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,2005,652,181,4.58,3338884
Black Blade Blues (Sarah Beauhall #1),J.A. Pitts,2010,400,180,3.45,2176
"The Hero's Guide to Storming the Castle (The League of Princes, #2)",Christopher Healy,2013,477,180,4.23,4987
"The Bone Ships (The Tide Child, #1)",R.J.  Barker,2019,512,180,4.05,8887
"The Silver Tide (The Copper Cat, #3)",Jen Williams,2016,608,179,4.27,886
"A Time of Blood (Of Blood and Bone, #2)",John Gwynne,2019,496,179,4.35,8506
"The Girl in the Tower (The Winternight Trilogy, #2)",Katherine Arden,2017,360,179,4.35,99734
"Darkness Splintered (Dark Angels, #6)",Keri Arthur,2013,382,177,4.21,2974
"The Disappearance of Winter's Daughter  (The Riyria Chronicles, #4)",Michael J. Sullivan,2017,444,177,4.41,11194
Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,2016,672,177,4.47,49156
"Tess of the Road (Tess of the Road, #1)",Rachel Hartman,2018,544,177,3.91,10038
"Conspiracy (The Emperor's Edge, #4)",Lindsay Buroker,,,176,4.37,7311
"Legacy of the Demon (Kara Gillian, #8)",Diana Rowland,2016,453,176,4.04,1511
"Furies of Calderon (Codex Alera, #1)",Jim Butcher,2004,688,176,4.13,109240
"Darkness Hunts (Dark Angels, #4)",Keri Arthur,2012,400,174,4.19,4079
"Dark Currents (The Emperor's Edge, #2)",Lindsay Buroker,2011,320,174,4.24,8346
Mist,K. Reid,2015,313,174,4.06,63
"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,,,174,4.26,167914
"Everfair (Everfair, #1)",Nisi Shawl,2016,381,174,3.2,2790
"The Kingdom of Copper (The Daevabad Trilogy, #2)",S.A. Chakraborty,2019,625,174,4.39,73545
"Vengeance of the Demon (Kara Gillian, #7)",Diana Rowland,2015,405,173,4.01,2424
"Bound (Alex Verus, #8)",Benedict Jacka,2017,336,173,4.32,8814
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,2000,734,173,4.57,3777290
"Darkness Devours (Dark Angels, #3)",Keri Arthur,2012,392,172,4.16,4687
"The White Luck Warrior (Aspect-Emperor, #2)",R. Scott Bakker,2011,587,172,4.11,5785
"Deadly Games (The Emperor's Edge, #3)",Lindsay Buroker,2011,328,172,4.32,7217
"London Falling (Shadow Police, #1)",Paul Cornell,2012,402,172,3.78,7944
Quill,Kamilla Reid,2021,383,172,4.6,5
"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater,2016,439,172,4.25,147654
"Twelve Kings in Sharakhai (The Song of the Shattered Sands, #1)",Bradley P. Beaulieu,2015,592,172,3.93,7288
"Bearers of the Black Staff (Legends of Shannara, #1)",Terry Brooks,2010,353,171,4.06,10706
"The Thief's Daughter (Kingfountain, #2)",Jeff Wheeler,2016,366,171,4.34,22197
"Beneath the Sugar Sky (Wayward Children, #3)",Seanan McGuire,2018,174,171,3.85,42687
"Possession (Greywalker, #8)",Kat Richardson,2013,368,170,4.03,2065
"Welcome to Bordertown (Borderland, #8)",Holly Black,2011,544,170,4.07,2418
"Breathless (The Blue Fire Saga, #1)",Scott Prussing,2010,254,170,3.62,3001
Tome,K. Red,2015,324,170,4.6,5
"Sombras Vivas (Mirrorworld, #2)",Cornelia Funke,2012,304,170,4.19,7931
"Foundryside (The Founders Trilogy, #1)",Robert Jackson Bennett,2018,501,170,4.18,43981
"Elfhome (Elfhome, #3)",Wen Spencer,2012,376,169,4.33,2808
"The Line (Witching Savannah, #1)",J.D. Horn,2014,296,169,3.82,19573
"Battle (The House War, #5)",Michelle West,2012,785,169,4.41,795
"Lord of Mountains (Emberverse, #9)",S.M. Stirling,2012,336,168,3.87,2644
"Darkness Unmasked (Dark Angels, #5)",Keri Arthur,2013,372,168,4.22,3484
"Skirmish (The House War, #4)",Michelle West,2012,605,168,4.42,910
"Bloodshot (Cheshire Red Reports, #1)",Cherie Priest,2011,359,168,3.62,3430
"Deadly Curiosities (Deadly Curiosities, #1)",Gail Z. Martin,2014,456,168,3.61,1392
"Without a Summer (Glamourist Histories, #3)",Mary Robinette Kowal,2013,361,167,3.94,3753
Traitor Blade,Richard  Crawford,2011,,167,3.74,66
"The Immortal Heights (The Elemental Trilogy, #3)",Sherry Thomas,2015,436,167,4.1,7251
"Blood of Assassins (The Wounded Kingdom, #2)",R.J.  Barker,2018,416,167,4.09,3089
The Harp of Kings (Warrior Bards #1),Juliet Marillier,2019,448,167,4.07,5749
"Darkness Unbound (Dark Angels, #1)",Keri Arthur,2011,364,166,3.97,7876
"Vendetta (Deadly Curiosities, #2)",Gail Z. Martin,2015,459,166,4.08,449
"Hunter's Claim (The Alliance, #1)",S.E. Smith,2014,236,165,3.86,6161
Eternal Knight,Matt Heppe,2011,299,165,4.0,193
"Knight's Shadow (Greatcoats, #2)",Sebastien de Castell,2014,606,165,4.24,13162
"The Perilous Sea (The Elemental Trilogy, #2)",Sherry Thomas,2014,414,165,4.13,11976
"Spin the Dawn (The Blood of Stars, #1)",Elizabeth Lim,2019,392,165,3.98,58651
